id	prop	weight	""	""	""	""	""	""	""	""	""	""	""	""	
1028	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1028	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1028	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1028	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1028	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1028	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1028	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1028	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1028	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1028	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1028	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1028	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1028	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1028	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1029	30001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1029	18001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1029	18002	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1029	18003	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1029	18004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1029	11004	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1029	11005	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1029	12001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1029	13001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1029	14001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1029	15001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1029	17101	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1029	19001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1029	20001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
1029	21001	1000	""	""	""	""	""	""	""	""	""	""	""	""	
