shop_id	lv	shop_type	item_id	item_num	money_type	price	limit_num	
5698	11	152	18004	1	11002	95	3	
5699	11	152	18004	1	11002	95	3	
5700	11	152	18006	1	11002	100	3	
5701	11	152	18006	1	11002	100	3	
5702	11	152	18005	1	11002	105	3	
5703	11	152	18005	1	11002	105	3	
5704	11	153	18007	1	11002	110	2	
5705	11	153	18007	1	11002	110	2	
5706	11	153	36001	1	11003	30	1	
5707	11	153	36001	1	11003	30	1	
5708	11	200	11003	50	1	1	35	
5709	11	201	11002	300	1	1	35	
5710	11	202	11004	108	1	1	15	
5711	11	203	11005	78	1	1	15	
5712	11	300	18001	1	11003	10	5	
5713	11	300	18002	1	11003	11	5	
5714	11	300	18003	1	11003	12	5	
5715	11	300	18004	1	11003	13	3	
5716	11	300	18005	1	11003	14	3	
5717	11	300	18006	1	11003	16	3	
5718	11	300	18007	1	11003	16	1	
5719	11	301	31003	1	11003	20	3	
5720	11	301	32003	1	11003	21	3	
5721	11	301	33003	1	11003	22	3	
5722	11	301	34003	1	11003	25	3	
5723	11	302	35002	1	11003	25	3	
5724	11	302	37002	1	11003	26	3	
5725	11	302	38002	1	11003	26	3	
5726	11	303	36001	1	11003	25	2	
5727	11	303	36002	1	11003	26	2	
5728	11	303	36003	1	11003	27	2	
5729	11	303	36004	1	11003	27	2	
5730	11	303	36005	1	11003	27	2	
5731	11	303	25001	1	11003	25	10	
5732	11	303	25001	1	11003	25	10	
5733	11	303	25001	1	11003	25	10	
5734	12	1	15001	1	11005	31	5	
5735	12	1	15002	1	11005	56	4	
5736	12	1	15001	1	11004	46	5	
5737	12	1	15002	1	11004	85	4	
5738	12	2	12001	1	11005	34	5	
5739	12	2	12002	1	11005	63	4	
5740	12	2	12001	1	11004	49	5	
5741	12	2	12002	1	11004	88	4	
5742	12	3	14001	1	11005	31	5	
5743	12	3	14002	1	11005	56	4	
5744	12	3	14001	1	11004	46	5	
5745	12	3	14002	1	11004	85	4	
5746	12	4	13001	1	11005	32	5	
5747	12	4	13002	1	11005	57	4	
5748	12	4	13001	1	11004	46	5	
5749	12	4	13002	1	11004	85	4	
5750	12	101	30001	1	11002	0	1	
5751	12	101	18001	1	11002	0	1	
5752	12	101	18002	1	11002	0	1	
5753	12	101	18003	1	11002	0	1	
5754	12	101	18004	1	11002	0	1	
5755	12	101	18006	1	11002	0	1	
5756	12	101	18005	1	11002	0	1	
5757	12	151	30001	1	11002	115	5	
5758	12	151	30001	1	11002	120	5	
5759	12	151	30001	1	11002	110	5	
5760	12	151	30001	1	11002	120	5	
5761	12	152	18001	1	11002	80	7	
5762	12	152	18001	1	11002	80	8	
5763	12	152	18002	1	11002	85	7	
5764	12	152	18002	1	11002	85	8	
5765	12	152	18003	1	11002	90	7	
5766	12	152	18003	1	11002	90	8	
5767	12	152	18004	1	11002	95	3	
5768	12	152	18004	1	11002	95	3	
5769	12	152	18006	1	11002	100	3	
5770	12	152	18006	1	11002	100	3	
5771	12	152	18005	1	11002	105	3	
5772	12	152	18005	1	11002	105	3	
5773	12	153	18007	1	11002	110	2	
5774	12	153	18007	1	11002	110	2	
5775	12	153	36001	1	11003	30	1	
5776	12	153	36001	1	11003	30	1	
5777	12	200	11003	50	1	1	35	
5778	12	201	11002	300	1	1	35	
5779	12	202	11004	108	1	1	15	
5780	12	203	11005	78	1	1	15	
5781	12	300	18001	1	11003	10	5	
5782	12	300	18002	1	11003	11	5	
5783	12	300	18003	1	11003	12	5	
5784	12	300	18004	1	11003	13	3	
5785	12	300	18005	1	11003	14	3	
5786	12	300	18006	1	11003	16	3	
5787	12	300	18007	1	11003	16	1	
5788	12	301	31003	1	11003	20	3	
5789	12	301	32003	1	11003	21	3	
5790	12	301	33003	1	11003	22	3	
5791	12	301	34003	1	11003	25	3	
5792	12	302	35002	1	11003	25	3	
5793	12	302	37002	1	11003	26	3	
5794	12	302	38002	1	11003	26	3	
5795	12	303	36001	1	11003	25	2	
5796	12	303	36002	1	11003	26	2	
5797	12	303	36003	1	11003	27	2	
5798	12	303	36004	1	11003	27	2	
5799	12	303	36005	1	11003	27	2	
5800	12	303	25001	1	11003	25	10	
5801	12	303	25001	1	11003	25	10	
5802	12	303	25001	1	11003	25	10	
5803	13	1	15001	1	11005	31	5	
5804	13	1	15002	1	11005	56	4	
5805	13	1	15001	1	11004	46	5	
5806	13	1	15002	1	11004	85	4	
5807	13	2	12001	1	11005	34	5	
5808	13	2	12002	1	11005	63	4	
5809	13	2	12001	1	11004	49	5	
5810	13	2	12002	1	11004	88	4	
5811	13	3	14001	1	11005	31	5	
5812	13	3	14002	1	11005	56	4	
5813	13	3	14001	1	11004	46	5	
5814	13	3	14002	1	11004	85	4	
5815	13	4	13001	1	11005	32	5	
5816	13	4	13002	1	11005	57	4	
5817	13	4	13001	1	11004	46	5	
5818	13	4	13002	1	11004	85	4	
5819	13	101	30001	1	11002	0	1	
5820	13	101	18001	1	11002	0	1	
5821	13	101	18002	1	11002	0	1	
5822	13	101	18003	1	11002	0	1	
5823	13	101	18004	1	11002	0	1	
5824	13	101	18006	1	11002	0	1	
5825	13	101	18005	1	11002	0	1	
5826	13	151	30001	1	11002	115	5	
5827	13	151	30001	1	11002	120	5	
5828	13	151	30001	1	11002	110	5	
5829	13	151	30001	1	11002	120	5	
5830	13	152	18001	1	11002	80	7	
5831	13	152	18001	1	11002	80	8	
5832	13	152	18002	1	11002	85	7	
5833	13	152	18002	1	11002	85	8	
5834	13	152	18003	1	11002	90	7	
5835	13	152	18003	1	11002	90	8	
5836	13	152	18004	1	11002	95	3	
5837	13	152	18004	1	11002	95	3	
5838	13	152	18006	1	11002	100	3	
5839	13	152	18006	1	11002	100	3	
5840	13	152	18005	1	11002	105	3	
5841	13	152	18005	1	11002	105	3	
5842	13	153	18007	1	11002	110	2	
5843	13	153	18007	1	11002	110	2	
5844	13	153	36001	1	11003	30	1	
5845	13	153	36001	1	11003	30	1	
5846	13	200	11003	50	1	1	35	
5847	13	201	11002	300	1	1	35	
5848	13	202	11004	108	1	1	15	
5849	13	203	11005	78	1	1	15	
5850	13	300	18001	1	11003	10	5	
5851	13	300	18002	1	11003	11	5	
5852	13	300	18003	1	11003	12	5	
5853	13	300	18004	1	11003	13	3	
5854	13	300	18005	1	11003	14	3	
5855	13	300	18006	1	11003	16	3	
5856	13	300	18007	1	11003	16	1	
5857	13	301	31003	1	11003	20	3	
5858	13	301	32003	1	11003	21	3	
5859	13	301	33003	1	11003	22	3	
5860	13	301	34003	1	11003	25	3	
5861	13	302	35002	1	11003	25	3	
5862	13	302	37002	1	11003	26	3	
5863	13	302	38002	1	11003	26	3	
5864	13	303	36001	1	11003	25	2	
5865	13	303	36002	1	11003	26	2	
5866	13	303	36003	1	11003	27	2	
5867	13	303	36004	1	11003	27	2	
5868	13	303	36005	1	11003	27	2	
5869	13	303	25001	1	11003	25	10	
5870	13	303	25001	1	11003	25	10	
5871	13	303	25001	1	11003	25	10	
5872	14	1	15001	1	11005	31	5	
5873	14	1	15002	1	11005	56	4	
5874	14	1	15001	1	11004	46	5	
5875	14	1	15002	1	11004	85	4	
5876	14	2	12001	1	11005	34	5	
5877	14	2	12002	1	11005	63	4	
5878	14	2	12001	1	11004	49	5	
5879	14	2	12002	1	11004	88	4	
5880	14	3	14001	1	11005	31	5	
5881	14	3	14002	1	11005	56	4	
5882	14	3	14001	1	11004	46	5	
5883	14	3	14002	1	11004	85	4	
5884	14	4	13001	1	11005	32	5	
5885	14	4	13002	1	11005	57	4	
5886	14	4	13001	1	11004	46	5	
5887	14	4	13002	1	11004	85	4	
5888	14	101	30001	1	11002	0	1	
5889	14	101	18001	1	11002	0	1	
5890	14	101	18002	1	11002	0	1	
5891	14	101	18003	1	11002	0	1	
5892	14	101	18004	1	11002	0	1	
5893	14	101	18006	1	11002	0	1	
5894	14	101	18005	1	11002	0	1	
5895	14	151	30001	1	11002	115	5	
5896	14	151	30001	1	11002	120	5	
5897	14	151	30001	1	11002	110	5	
5898	14	151	30001	1	11002	120	5	
5899	14	152	18001	1	11002	80	7	
5900	14	152	18001	1	11002	80	8	
5901	14	152	18002	1	11002	85	7	
5902	14	152	18002	1	11002	85	8	
5903	14	152	18003	1	11002	90	7	
5904	14	152	18003	1	11002	90	8	
5905	14	152	18004	1	11002	95	3	
5906	14	152	18004	1	11002	95	3	
5907	14	152	18006	1	11002	100	3	
5908	14	152	18006	1	11002	100	3	
5909	14	152	18005	1	11002	105	3	
5910	14	152	18005	1	11002	105	3	
5911	14	153	18007	1	11002	110	2	
5912	14	153	18007	1	11002	110	2	
5913	14	153	36001	1	11003	30	1	
5914	14	153	36001	1	11003	30	1	
5915	14	200	11003	50	1	1	35	
5916	14	201	11002	300	1	1	35	
5917	14	202	11004	108	1	1	15	
5918	14	203	11005	78	1	1	15	
5919	14	300	18001	1	11003	10	5	
5920	14	300	18002	1	11003	11	5	
5921	14	300	18003	1	11003	12	5	
5922	14	300	18004	1	11003	13	3	
5923	14	300	18005	1	11003	14	3	
5924	14	300	18006	1	11003	16	3	
5925	14	300	18007	1	11003	16	1	
5926	14	301	31003	1	11003	20	3	
5927	14	301	32003	1	11003	21	3	
5928	14	301	33003	1	11003	22	3	
5929	14	301	34003	1	11003	25	3	
5930	14	302	35002	1	11003	25	3	
5931	14	302	37002	1	11003	26	3	
5932	14	302	38002	1	11003	26	3	
5933	14	303	36001	1	11003	25	2	
5934	14	303	36002	1	11003	26	2	
5935	14	303	36003	1	11003	27	2	
5936	14	303	36004	1	11003	27	2	
5937	14	303	36005	1	11003	27	2	
5938	14	303	25001	1	11003	25	10	
5939	14	303	25001	1	11003	25	10	
5940	14	303	25001	1	11003	25	10	
5941	15	1	15001	1	11005	31	5	
5942	15	1	15002	1	11005	56	4	
5943	15	1	15001	1	11004	46	5	
5944	15	1	15002	1	11004	85	4	
5945	15	2	12001	1	11005	34	5	
5946	15	2	12002	1	11005	63	4	
5947	15	2	12001	1	11004	49	5	
5948	15	2	12002	1	11004	88	4	
5949	15	3	14001	1	11005	31	5	
5950	15	3	14002	1	11005	56	4	
5951	15	3	14001	1	11004	46	5	
5952	15	3	14002	1	11004	85	4	
5953	15	4	13001	1	11005	32	5	
5954	15	4	13002	1	11005	57	4	
5955	15	4	13001	1	11004	46	5	
5956	15	4	13002	1	11004	85	4	
5957	15	101	30001	1	11002	0	1	
5958	15	101	18001	1	11002	0	1	
5959	15	101	18002	1	11002	0	1	
5960	15	101	18003	1	11002	0	1	
5961	15	101	18004	1	11002	0	1	
5962	15	101	18006	1	11002	0	1	
5963	15	101	18005	1	11002	0	1	
5964	15	151	30001	1	11002	115	5	
5965	15	151	30001	1	11002	120	5	
5966	15	151	30001	1	11002	110	5	
5967	15	151	30001	1	11002	120	5	
5968	15	152	18001	1	11002	80	7	
5969	15	152	18001	1	11002	80	8	
5970	15	152	18002	1	11002	85	7	
5971	15	152	18002	1	11002	85	8	
5972	15	152	18003	1	11002	90	7	
5973	15	152	18003	1	11002	90	8	
5974	15	152	18004	1	11002	95	3	
5975	15	152	18004	1	11002	95	3	
5976	15	152	18006	1	11002	100	3	
5977	15	152	18006	1	11002	100	3	
5978	15	152	18005	1	11002	105	3	
5979	15	152	18005	1	11002	105	3	
5980	15	153	18007	1	11002	110	2	
5981	15	153	18007	1	11002	110	2	
5982	15	153	36001	1	11003	30	1	
5983	15	153	36001	1	11003	30	1	
5984	15	200	11003	50	1	1	35	
5985	15	201	11002	300	1	1	35	
5986	15	202	11004	108	1	1	15	
5987	15	203	11005	78	1	1	15	
5988	15	300	18001	1	11003	10	5	
5989	15	300	18002	1	11003	11	5	
5990	15	300	18003	1	11003	12	5	
5991	15	300	18004	1	11003	13	3	
5992	15	300	18005	1	11003	14	3	
5993	15	300	18006	1	11003	16	3	
5994	15	300	18007	1	11003	16	1	
5995	15	301	31003	1	11003	20	3	
5996	15	301	32003	1	11003	21	3	
5997	15	301	33003	1	11003	22	3	
5998	15	301	34003	1	11003	25	3	
5999	15	302	35002	1	11003	25	3	
6000	15	302	37002	1	11003	26	3	
6001	15	302	38002	1	11003	26	3	
6002	15	303	36001	1	11003	25	2	
6003	15	303	36002	1	11003	26	2	
6004	15	303	36003	1	11003	27	2	
6005	15	303	36004	1	11003	27	2	
6006	15	303	36005	1	11003	27	2	
6007	15	303	25001	1	11003	25	10	
6008	15	303	25001	1	11003	25	10	
6009	15	303	25001	1	11003	25	10	
